3_1	 1-t+t^2
13n_2673	 -1+4*t-9*t^2+13*t^3-13*t^4+13*t^5-13*t^6+13*t^7-9*t^8+4*t^9-t^10
13n_2674	 2-9*t+25*t^2-44*t^3+53*t^4-44*t^5+25*t^6-9*t^7+2*t^8
13n_2675	 -1+6*t-16*t^2+28*t^3-33*t^4+28*t^5-16*t^6+6*t^7-t^8
13n_2676	 -1+5*t-13*t^2+24*t^3-29*t^4+24*t^5-13*t^6+5*t^7-t^8
13n_2677	 -4+18*t-36*t^2+45*t^3-36*t^4+18*t^5-4*t^6
13n_2678	 -3+15*t-32*t^2+41*t^3-32*t^4+15*t^5-3*t^6
13n_2679	 -2+12*t-30*t^2+41*t^3-30*t^4+12*t^5-2*t^6
13n_2680	 -2+13*t-38*t^2+55*t^3-38*t^4+13*t^5-2*t^6
13n_2681	 -1+3*t+2*t^2-7*t^3+2*t^4+3*t^5-t^6
13n_2682	 1-11*t+39*t^2-57*t^3+39*t^4-11*t^5+t^6
13n_2683	 1-4*t+6*t^2-5*t^3+6*t^4-4*t^5+t^6
13n_2684	 2-11*t+26*t^2-33*t^3+26*t^4-11*t^5+2*t^6
13n_2685	 1-3*t+8*t^2-11*t^3+8*t^4-3*t^5+t^6
13n_2686	 1-6*t+18*t^2-36*t^3+47*t^4-36*t^5+18*t^6-6*t^7+t^8
13n_2687	 2-10*t+26*t^2-35*t^3+26*t^4-10*t^5+2*t^6
13n_2688	 1-5*t+14*t^2-26*t^3+33*t^4-26*t^5+14*t^6-5*t^7+t^8
13n_2689	 -1+9*t-28*t^2+41*t^3-28*t^4+9*t^5-t^6
13n_2690	 -1+7*t-22*t^2+45*t^3-57*t^4+45*t^5-22*t^6+7*t^7-t^8
13n_2691	 -2+17*t-45*t^2+61*t^3-45*t^4+17*t^5-2*t^6
13n_2692	 2-9*t+19*t^2-23*t^3+19*t^4-9*t^5+2*t^6
13n_2693	 -1+6*t-17*t^2+30*t^3-35*t^4+30*t^5-17*t^6+6*t^7-t^8
13n_2694	 3-15*t+34*t^2-43*t^3+34*t^4-15*t^5+3*t^6
13n_2695	 1-5*t+10*t^2-11*t^3+10*t^4-5*t^5+t^6
13n_2696	 -2+13*t-34*t^2+47*t^3-34*t^4+13*t^5-2*t^6
13n_2697	 -2+17*t-43*t^2+57*t^3-43*t^4+17*t^5-2*t^6
13n_2698	 -1+3*t-3*t^3+3*t^5-t^6
13n_2699	 1-6*t+14*t^2-16*t^3+15*t^4-16*t^5+14*t^6-6*t^7+t^8
13n_2700	 1-4*t+9*t^2-14*t^3+17*t^4-14*t^5+9*t^6-4*t^7+t^8
13n_2701	 2-8*t+15*t^2-17*t^3+15*t^4-8*t^5+2*t^6
13n_2702	 2-8*t+15*t^2-17*t^3+15*t^4-8*t^5+2*t^6
13n_2703	 4-16*t+25*t^2-16*t^3+4*t^4
13n_2704	 5-18*t+27*t^2-18*t^3+5*t^4
13n_2705	 3-10*t+15*t^2-10*t^3+3*t^4
13n_2706	 -1+7*t-21*t^2+38*t^3-45*t^4+38*t^5-21*t^6+7*t^7-t^8
13n_2707	 -1+7*t-23*t^2+44*t^3-53*t^4+44*t^5-23*t^6+7*t^7-t^8
13n_2708	 3-6*t+3*t^2+4*t^3-7*t^4+4*t^5+3*t^6-6*t^7+3*t^8
13n_2709	 6-16*t+19*t^2-17*t^3+19*t^4-16*t^5+6*t^6
13n_2710	 3-7*t+8*t^2-7*t^3+7*t^4-7*t^5+8*t^6-7*t^7+3*t^8
13n_2711	 5-11*t+8*t^2-3*t^3+8*t^4-11*t^5+5*t^6
13n_2712	 -1+5*t-10*t^2+16*t^3-19*t^4+16*t^5-10*t^6+5*t^7-t^8
13n_2713	 -2+10*t-18*t^2+21*t^3-18*t^4+10*t^5-2*t^6
13n_2714	 -1+3*t-3*t^2+2*t^3-t^5+2*t^7-3*t^8+3*t^9-t^10
13n_2715	 -1+5*t-15*t^2+23*t^3-15*t^4+5*t^5-t^6
13n_2716	 1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
13n_2717	 1-6*t+17*t^2-27*t^3+31*t^4-27*t^5+17*t^6-6*t^7+t^8
13n_2718	 3-12*t+26*t^2-33*t^3+26*t^4-12*t^5+3*t^6
13n_2719	 -1+4*t-4*t^2+3*t^3-4*t^4+4*t^5-t^6
13n_2720	 2-16*t+43*t^2-57*t^3+43*t^4-16*t^5+2*t^6
13n_2721	 1-3*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-3*t^7+t^8
13n_2722	 1-5*t+11*t^2-14*t^3+15*t^4-14*t^5+11*t^6-5*t^7+t^8
13n_2723	 2-7*t+14*t^2-17*t^3+14*t^4-7*t^5+2*t^6
13n_2724	 2-13*t+34*t^2-45*t^3+34*t^4-13*t^5+2*t^6
13n_2725	 -1+3*t-2*t^2-3*t^3+10*t^4-13*t^5+10*t^6-3*t^7-2*t^8+3*t^9-t^10
13n_2726	 -2+7*t-9*t^2+7*t^3-5*t^4+7*t^5-9*t^6+7*t^7-2*t^8
13n_2727	 1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
13n_2728	 1-2*t+6*t^3-9*t^4+6*t^5-2*t^7+t^8
13n_2729	 3-12*t+26*t^2-33*t^3+26*t^4-12*t^5+3*t^6
13n_2730	 -1+10*t-28*t^2+39*t^3-28*t^4+10*t^5-t^6
13n_2731	 -1+4*t-8*t^2+10*t^3-6*t^4+3*t^5-6*t^6+10*t^7-8*t^8+4*t^9-t^10
13n_2732	 -2+9*t-13*t^2+7*t^3-t^4+7*t^5-13*t^6+9*t^7-2*t^8
13n_2733	 1-4*t+7*t^2-6*t^3+5*t^4-6*t^5+7*t^6-4*t^7+t^8
13n_2734	 -1+4*t-8*t^2+12*t^3-13*t^4+12*t^5-8*t^6+4*t^7-t^8
13n_2735	 -1+3*t-3*t^2+3*t^3-t^4
13n_2736	 1-8*t+25*t^2-42*t^3+49*t^4-42*t^5+25*t^6-8*t^7+t^8
13n_2737	 -4+21*t-45*t^2+57*t^3-45*t^4+21*t^5-4*t^6
13n_2738	 1-6*t+11*t^2-9*t^3+7*t^4-9*t^5+11*t^6-6*t^7+t^8
13n_2739	 -1+6*t-19*t^2+41*t^3-53*t^4+41*t^5-19*t^6+6*t^7-t^8
13n_2740	 1-4*t+6*t^2-4*t^3+3*t^4-4*t^5+6*t^6-4*t^7+t^8
13n_2741	 3-15*t+32*t^2-39*t^3+32*t^4-15*t^5+3*t^6
13n_2742	 -2+11*t-28*t^2+39*t^3-28*t^4+11*t^5-2*t^6
13n_2743	 3-17*t+41*t^2-53*t^3+41*t^4-17*t^5+3*t^6
13n_2744	 1-3*t+6*t^2-9*t^3+11*t^4-9*t^5+6*t^6-3*t^7+t^8
13n_2745	 3-13*t+28*t^2-35*t^3+28*t^4-13*t^5+3*t^6
13n_2746	 -3+18*t-46*t^2+63*t^3-46*t^4+18*t^5-3*t^6
13n_2747	 -2+9*t-18*t^2+23*t^3-18*t^4+9*t^5-2*t^6
13n_2748	 1-5*t+12*t^2-19*t^3+23*t^4-19*t^5+12*t^6-5*t^7+t^8
13n_2749	 2-9*t+17*t^2-19*t^3+17*t^4-9*t^5+2*t^6
13n_2750	 1-5*t+15*t^2-28*t^3+35*t^4-28*t^5+15*t^6-5*t^7+t^8
13n_2751	 -1+5*t-14*t^2+26*t^3-31*t^4+26*t^5-14*t^6+5*t^7-t^8
13n_2752	 -2+9*t-20*t^2+27*t^3-20*t^4+9*t^5-2*t^6
13n_2753	 2-10*t+25*t^2-33*t^3+25*t^4-10*t^5+2*t^6
13n_2754	 -3+19*t-47*t^2+63*t^3-47*t^4+19*t^5-3*t^6
13n_2755	 -2+11*t-27*t^2+37*t^3-27*t^4+11*t^5-2*t^6
13n_2756	 1-4*t+9*t^2-11*t^3+9*t^4-7*t^5+9*t^6-11*t^7+9*t^8-4*t^9+t^10
13n_2757	 -1+5*t-10*t^2+13*t^3-10*t^4+5*t^5-t^6
13n_2758	 -2+9*t-23*t^2+40*t^3-47*t^4+40*t^5-23*t^6+9*t^7-2*t^8
13n_2759	 -1+6*t-20*t^2+42*t^3-53*t^4+42*t^5-20*t^6+6*t^7-t^8
13n_2760	 -1+8*t-24*t^2+43*t^3-51*t^4+43*t^5-24*t^6+8*t^7-t^8
13n_2761	 2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
13n_2762	 2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
13n_2763	 2-14*t+34*t^2-43*t^3+34*t^4-14*t^5+2*t^6
13n_2764	 2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
13n_2765	 -1+6*t-17*t^2+31*t^3-37*t^4+31*t^5-17*t^6+6*t^7-t^8
13n_2766	 -1+9*t-28*t^2+41*t^3-28*t^4+9*t^5-t^6
13n_2767	 3-13*t+20*t^2-19*t^3+20*t^4-13*t^5+3*t^6
13n_2768	 2-5*t+5*t^2-3*t^3+5*t^4-5*t^5+2*t^6
13n_2769	 -1+t+2*t^2-3*t^3+2*t^4+t^5-t^6
13n_2770	 1-6*t+15*t^2-20*t^3+21*t^4-20*t^5+15*t^6-6*t^7+t^8
13n_2771	 5-18*t+27*t^2-18*t^3+5*t^4
13n_2772	 2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
13n_2773	 2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
13n_2774	 2-8*t+14*t^2-15*t^3+14*t^4-8*t^5+2*t^6
13n_2775	 -2+14*t-39*t^2+55*t^3-39*t^4+14*t^5-2*t^6
13n_2776	 2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
13n_2777	 1-5*t+13*t^2-24*t^3+31*t^4-24*t^5+13*t^6-5*t^7+t^8
13n_2778	 2-8*t+12*t^2-11*t^3+12*t^4-8*t^5+2*t^6
13n_2779	 1-4*t+10*t^2-15*t^3+17*t^4-15*t^5+10*t^6-4*t^7+t^8
13n_2780	 2-9*t+22*t^2-29*t^3+22*t^4-9*t^5+2*t^6
13n_2781	 -1+5*t-13*t^2+22*t^3-25*t^4+22*t^5-13*t^6+5*t^7-t^8
13n_2782	 -2+10*t-24*t^2+33*t^3-24*t^4+10*t^5-2*t^6
13n_2783	 -1+5*t-12*t^2+19*t^3-21*t^4+19*t^5-12*t^6+5*t^7-t^8
13n_2784	 1-t+t^2-t^3+t^4
13n_2785	 -4+23*t-53*t^2+69*t^3-53*t^4+23*t^5-4*t^6
13n_2786	 2-10*t+24*t^2-31*t^3+24*t^4-10*t^5+2*t^6
13n_2787	 4-12*t+17*t^2-12*t^3+4*t^4
13n_2788	 -3+18*t-42*t^2+55*t^3-42*t^4+18*t^5-3*t^6
13n_2789	 2-10*t+26*t^2-42*t^3+49*t^4-42*t^5+26*t^6-10*t^7+2*t^8
13n_2790	 -2+5*t-5*t^2+2*t^3+t^4+2*t^5-5*t^6+5*t^7-2*t^8
13n_2791	 2-8*t+17*t^2-21*t^3+17*t^4-8*t^5+2*t^6
13n_2792	 3-12*t+22*t^2-25*t^3+22*t^4-12*t^5+3*t^6
13n_2793	 -2+14*t-37*t^2+51*t^3-37*t^4+14*t^5-2*t^6
13n_2794	 -1+4*t-12*t^2+19*t^3-12*t^4+4*t^5-t^6
13n_2795	 2-10*t+22*t^2-27*t^3+22*t^4-10*t^5+2*t^6
13n_2796	 7-28*t+43*t^2-28*t^3+7*t^4
13n_2797	 2-7*t+14*t^2-17*t^3+14*t^4-7*t^5+2*t^6
13n_2798	 -1+2*t-4*t^2+7*t^3-4*t^4+2*t^5-t^6
13n_2799	 1-6*t+16*t^2-26*t^3+31*t^4-26*t^5+16*t^6-6*t^7+t^8
13n_2800	 3-9*t+13*t^2-9*t^3+3*t^4
13n_2801	 -6+13*t-6*t^2
13n_2802	 2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
13n_2803	 1-4*t+6*t^2-t^3-8*t^4+13*t^5-8*t^6-t^7+6*t^8-4*t^9+t^10
13n_2804	 2-9*t+17*t^2-17*t^3+15*t^4-17*t^5+17*t^6-9*t^7+2*t^8
13n_2805	 -1+8*t-26*t^2+50*t^3-61*t^4+50*t^5-26*t^6+8*t^7-t^8
13n_2806	 1-5*t+11*t^2-15*t^3+17*t^4-17*t^5+17*t^6-15*t^7+11*t^8-5*t^9+t^10
13n_2807	 1-4*t+7*t^2-7*t^3+6*t^4-5*t^5+6*t^6-7*t^7+7*t^8-4*t^9+t^10
13n_2808	 -1+9*t-29*t^2+56*t^3-69*t^4+56*t^5-29*t^6+9*t^7-t^8
13n_2809	 2-8*t+11*t^2-3*t^3-3*t^4-3*t^5+11*t^6-8*t^7+2*t^8
13n_2810	 -1+5*t-10*t^2+10*t^3-2*t^4-3*t^5-2*t^6+10*t^7-10*t^8+5*t^9-t^10
13n_2811	 -1+5*t-11*t^2+16*t^3-17*t^4+17*t^5-17*t^6+16*t^7-11*t^8+5*t^9-t^10
13n_2812	 1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
13n_2813	 2-11*t+31*t^2-54*t^3+65*t^4-54*t^5+31*t^6-11*t^7+2*t^8
13n_2814	 -3+15*t-29*t^2+35*t^3-29*t^4+15*t^5-3*t^6
13n_2815	 -1+4*t-7*t^2+8*t^3-7*t^4+8*t^5-7*t^6+4*t^7-t^8
13n_2816	 -3+16*t-38*t^2+51*t^3-38*t^4+16*t^5-3*t^6
13n_2817	 3-18*t+44*t^2-57*t^3+44*t^4-18*t^5+3*t^6
13n_2818	 1-4*t+7*t^2-5*t^3+t^4+t^5+t^6-5*t^7+7*t^8-4*t^9+t^10
13n_2819	 2-8*t+13*t^2-8*t^3+3*t^4-8*t^5+13*t^6-8*t^7+2*t^8
13n_2820	 -5+24*t-37*t^2+24*t^3-5*t^4
13n_2821	 1-8*t+22*t^2-29*t^3+22*t^4-8*t^5+t^6
13n_2822	 -2+7*t-11*t^2+13*t^3-11*t^4+7*t^5-2*t^6
13n_2823	 2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
13n_2824	 -3+12*t-20*t^2+23*t^3-20*t^4+12*t^5-3*t^6
13n_2825	 -6+24*t-35*t^2+24*t^3-6*t^4
13n_2826	 -1+8*t^2-13*t^3+8*t^4-t^6
13n_2827	 -1+12*t-42*t^2+63*t^3-42*t^4+12*t^5-t^6
13n_2828	 -2+8*t-14*t^2+17*t^3-14*t^4+8*t^5-2*t^6
13n_2829	 3-14*t+32*t^2-41*t^3+32*t^4-14*t^5+3*t^6
13n_2830	 -3+13*t-23*t^2+27*t^3-23*t^4+13*t^5-3*t^6
13n_2831	 -5+21*t-31*t^2+21*t^3-5*t^4
13n_2832	 -7+30*t-45*t^2+30*t^3-7*t^4
13n_2833	 -1+11*t-30*t^2+41*t^3-30*t^4+11*t^5-t^6
13n_2834	 -1+5*t-12*t^2+20*t^3-23*t^4+20*t^5-12*t^6+5*t^7-t^8
13n_2835	 1-7*t+22*t^2-41*t^3+51*t^4-41*t^5+22*t^6-7*t^7+t^8
13n_2836	 -1+6*t-17*t^2+32*t^3-39*t^4+32*t^5-17*t^6+6*t^7-t^8
13n_2837	 1-8*t+26*t^2-46*t^3+55*t^4-46*t^5+26*t^6-8*t^7+t^8
13n_2838	 -2+16*t-47*t^2+67*t^3-47*t^4+16*t^5-2*t^6
13n_2839	 -1+7*t-23*t^2+47*t^3-59*t^4+47*t^5-23*t^6+7*t^7-t^8
13n_2840	 1-6*t+18*t^2-33*t^3+41*t^4-33*t^5+18*t^6-6*t^7+t^8
13n_2841	 -1+7*t-24*t^2+49*t^3-61*t^4+49*t^5-24*t^6+7*t^7-t^8
13n_2842	 1-7*t+22*t^2-43*t^3+55*t^4-43*t^5+22*t^6-7*t^7+t^8
13n_2843	 3-18*t+44*t^2-57*t^3+44*t^4-18*t^5+3*t^6
13n_2844	 -1+6*t-15*t^2+26*t^3-31*t^4+26*t^5-15*t^6+6*t^7-t^8
13n_2845	 1-6*t+17*t^2-28*t^3+33*t^4-28*t^5+17*t^6-6*t^7+t^8
13n_2846	 -1+2*t+t^2-6*t^3+9*t^4-6*t^5+t^6+2*t^7-t^8
13n_2847	 3-17*t+44*t^2-59*t^3+44*t^4-17*t^5+3*t^6
13n_2848	 3-5*t+5*t^3-5*t^5+3*t^6
13n_2849	 -3+15*t-30*t^2+37*t^3-30*t^4+15*t^5-3*t^6
13n_2850	 -1+6*t-17*t^2+28*t^3-31*t^4+28*t^5-17*t^6+6*t^7-t^8
13n_2851	 2-14*t+35*t^2-45*t^3+35*t^4-14*t^5+2*t^6
13n_2852	 -2+12*t-30*t^2+41*t^3-30*t^4+12*t^5-2*t^6
13n_2853	 2-12*t+32*t^2-43*t^3+32*t^4-12*t^5+2*t^6
13n_2854	 1-7*t+20*t^2-31*t^3+35*t^4-31*t^5+20*t^6-7*t^7+t^8
13n_2855	 1-7*t+24*t^2-47*t^3+59*t^4-47*t^5+24*t^6-7*t^7+t^8
13n_2856	 1-3*t+2*t^2+5*t^3-9*t^4+5*t^5+2*t^6-3*t^7+t^8
13n_2857	 -1+7*t-20*t^2+35*t^3-41*t^4+35*t^5-20*t^6+7*t^7-t^8
13n_2858	 -2+10*t-18*t^2+21*t^3-18*t^4+10*t^5-2*t^6
13n_2859	 2-10*t+21*t^2-25*t^3+25*t^4-25*t^5+21*t^6-10*t^7+2*t^8
13n_2860	 1-6*t+18*t^2-32*t^3+39*t^4-32*t^5+18*t^6-6*t^7+t^8
13n_2861	 1-5*t+14*t^2-24*t^3+29*t^4-24*t^5+14*t^6-5*t^7+t^8
13n_2862	 -1+5*t-12*t^2+20*t^3-23*t^4+20*t^5-12*t^6+5*t^7-t^8
13n_2863	 -1+5*t-12*t^2+19*t^3-21*t^4+19*t^5-12*t^6+5*t^7-t^8
13n_2864	 -1+6*t-18*t^2+34*t^3-41*t^4+34*t^5-18*t^6+6*t^7-t^8
13n_2865	 -1+5*t-12*t^2+20*t^3-23*t^4+20*t^5-12*t^6+5*t^7-t^8
13n_2866	 -1+4*t-8*t^2+13*t^3-15*t^4+13*t^5-8*t^6+4*t^7-t^8
13n_2867	 -1+6*t-17*t^2+32*t^3-39*t^4+32*t^5-17*t^6+6*t^7-t^8
13n_2868	 -1+4*t-6*t^2+5*t^3-3*t^4+5*t^5-6*t^6+4*t^7-t^8
13n_2869	 -1+5*t-12*t^2+23*t^3-29*t^4+23*t^5-12*t^6+5*t^7-t^8
13n_2870	 1-5*t+10*t^2-12*t^3+13*t^4-12*t^5+10*t^6-5*t^7+t^8
13n_2871	 1-5*t+12*t^2-21*t^3+27*t^4-21*t^5+12*t^6-5*t^7+t^8
13n_2872	 -1+t+3*t^2-5*t^3+3*t^4+t^5-t^6
13n_2873	 -3+16*t-36*t^2+47*t^3-36*t^4+16*t^5-3*t^6
13n_2874	 -3+17*t-42*t^2+57*t^3-42*t^4+17*t^5-3*t^6
13n_2875	 -3+15*t-34*t^2+45*t^3-34*t^4+15*t^5-3*t^6
13n_2876	 -2+10*t-22*t^2+29*t^3-22*t^4+10*t^5-2*t^6
13n_2877	 -3+18*t-44*t^2+59*t^3-44*t^4+18*t^5-3*t^6
13n_2878	 -1+4*t-11*t^2+22*t^3-27*t^4+22*t^5-11*t^6+4*t^7-t^8
13n_2879	 1-6*t+19*t^2-34*t^3+41*t^4-34*t^5+19*t^6-6*t^7+t^8
13n_2880	 3-15*t+30*t^2-35*t^3+30*t^4-15*t^5+3*t^6
13n_2881	 1-4*t+12*t^2-17*t^3+12*t^4-4*t^5+t^6
13n_2882	 -1+6*t-10*t^2+11*t^3-10*t^4+6*t^5-t^6
13n_2883	 2-10*t+22*t^2-31*t^3+35*t^4-31*t^5+22*t^6-10*t^7+2*t^8
13n_2884	 1-2*t+t^2+3*t^3-5*t^4+3*t^5+t^6-2*t^7+t^8
13n_2885	 1-4*t+9*t^2-16*t^3+21*t^4-16*t^5+9*t^6-4*t^7+t^8
13n_2886	 -1+2*t+3*t^2-11*t^3+15*t^4-11*t^5+3*t^6+2*t^7-t^8
13n_2887	 -2+8*t-14*t^2+17*t^3-14*t^4+8*t^5-2*t^6
13n_2888	 3-13*t+24*t^2-27*t^3+24*t^4-13*t^5+3*t^6
13n_2889	 2-13*t+34*t^2-45*t^3+34*t^4-13*t^5+2*t^6
13n_2890	 2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
13n_2891	 -3+16*t-36*t^2+47*t^3-36*t^4+16*t^5-3*t^6
13n_2892	 -2+11*t-27*t^2+37*t^3-27*t^4+11*t^5-2*t^6
13n_2893	 2-11*t+25*t^2-31*t^3+25*t^4-11*t^5+2*t^6
13n_2894	 -1+6*t-17*t^2+29*t^3-33*t^4+29*t^5-17*t^6+6*t^7-t^8
13n_2895	 2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
13n_2896	 -1+7*t-14*t^2+18*t^3-19*t^4+18*t^5-14*t^6+7*t^7-t^8
13n_2897	 -1+3*t-2*t^2+t^4-t^5+t^6-2*t^8+3*t^9-t^10
13n_2898	 -2+15*t-34*t^2+43*t^3-34*t^4+15*t^5-2*t^6
13n_2899	 -2+7*t-7*t^2+2*t^3+t^4+2*t^5-7*t^6+7*t^7-2*t^8
13n_2900	 -1+9*t-20*t^2+25*t^3-20*t^4+9*t^5-t^6
13n_2901	 -2+8*t-13*t^2+16*t^3-17*t^4+16*t^5-13*t^6+8*t^7-2*t^8
13n_2902	 1-8*t+24*t^2-33*t^3+24*t^4-8*t^5+t^6
13n_2903	 6-18*t+28*t^2-31*t^3+28*t^4-18*t^5+6*t^6
13n_2904	 -2+16*t-39*t^2+51*t^3-39*t^4+16*t^5-2*t^6
13n_2905	 -1+11*t-34*t^2+49*t^3-34*t^4+11*t^5-t^6
13n_2906	 -1+5*t-4*t^2+t^3-4*t^4+5*t^5-t^6
13n_2907	 -4+17*t-28*t^2+31*t^3-28*t^4+17*t^5-4*t^6
13n_2908	 3-15*t+34*t^2-43*t^3+34*t^4-15*t^5+3*t^6
13n_2909	 -2+8*t-11*t^2+8*t^3-5*t^4+8*t^5-11*t^6+8*t^7-2*t^8
13n_2910	 3-16*t+36*t^2-45*t^3+36*t^4-16*t^5+3*t^6
13n_2911	 1-5*t+6*t^2+2*t^3-7*t^4+2*t^5+6*t^6-5*t^7+t^8
13n_2912	 1-6*t+11*t^2-7*t^3+3*t^4-7*t^5+11*t^6-6*t^7+t^8
13n_2913	 1-6*t+13*t^2-13*t^3+11*t^4-13*t^5+13*t^6-6*t^7+t^8
13n_2914	 1-6*t+19*t^2-41*t^3+55*t^4-41*t^5+19*t^6-6*t^7+t^8
13n_2915	 -1+10*t-17*t^2+10*t^3-t^4
13n_2916	 -3+11*t-14*t^2+13*t^3-14*t^4+11*t^5-3*t^6
13n_2917	 1-3*t+3*t^2+3*t^3-11*t^4+15*t^5-11*t^6+3*t^7+3*t^8-3*t^9+t^10
13n_2918	 -1+3*t-t^2-7*t^3+17*t^4-21*t^5+17*t^6-7*t^7-t^8+3*t^9-t^10
13n_2919	 -1+4*t-12*t^2+24*t^3-29*t^4+24*t^5-12*t^6+4*t^7-t^8
13n_2920	 -1+3*t-t^2-6*t^3+15*t^4-19*t^5+15*t^6-6*t^7-t^8+3*t^9-t^10
13n_2921	 -1+8*t-20*t^2+32*t^3-37*t^4+32*t^5-20*t^6+8*t^7-t^8
13n_2922	 1-3*t+3*t^2-t^4+3*t^6-3*t^7+t^8
13n_2923	 -1+5*t-10*t^2+13*t^3-10*t^4+5*t^5-t^6
13n_2924	 -3+16*t-35*t^2+45*t^3-35*t^4+16*t^5-3*t^6
13n_2925	 -1+9*t-31*t^2+61*t^3-75*t^4+61*t^5-31*t^6+9*t^7-t^8
13n_2926	 -2+7*t-9*t^2+7*t^3-2*t^4
13n_2927	 -2+9*t-18*t^2+23*t^3-18*t^4+9*t^5-2*t^6
13n_2928	 -3+13*t-29*t^2+39*t^3-29*t^4+13*t^5-3*t^6
13n_2929	 -1+8*t-25*t^2+50*t^3-63*t^4+50*t^5-25*t^6+8*t^7-t^8
13n_2930	 -2+7*t-9*t^2+7*t^3-2*t^4
13n_2931	 2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
13n_2932	 -4+13*t-17*t^2+13*t^3-4*t^4
13n_2933	 -6+25*t-37*t^2+25*t^3-6*t^4
13n_2934	 -2+5*t-2*t^2
13n_2935	 -1+9*t-19*t^2+23*t^3-19*t^4+9*t^5-t^6
13n_2936	 -2+16*t-45*t^2+63*t^3-45*t^4+16*t^5-2*t^6
13n_2937	 2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
13n_2938	 3-11*t+19*t^2-21*t^3+19*t^4-11*t^5+3*t^6
13n_2939	 1-8*t+25*t^2-42*t^3+49*t^4-42*t^5+25*t^6-8*t^7+t^8
13n_2940	 1-3*t+6*t^2-9*t^3+11*t^4-9*t^5+6*t^6-3*t^7+t^8
13n_2941	 3-9*t+16*t^2-21*t^3+23*t^4-21*t^5+16*t^6-9*t^7+3*t^8
13n_2942	 -1+5*t-12*t^2+21*t^3-25*t^4+21*t^5-12*t^6+5*t^7-t^8
13n_2943	 1-t-6*t^2+21*t^3-29*t^4+21*t^5-6*t^6-t^7+t^8
13n_2944	 5-16*t+28*t^2-33*t^3+28*t^4-16*t^5+5*t^6
13n_2945	 3-16*t+36*t^2-45*t^3+36*t^4-16*t^5+3*t^6
13n_2946	 -2+11*t-25*t^2+33*t^3-25*t^4+11*t^5-2*t^6
13n_2947	 -1+10*t-26*t^2+35*t^3-26*t^4+10*t^5-t^6
13n_2948	 -3+9*t-14*t^2+17*t^3-14*t^4+9*t^5-3*t^6
13n_2949	 -1+7*t-18*t^2+30*t^3-35*t^4+30*t^5-18*t^6+7*t^7-t^8
13n_2950	 -2+5*t-2*t^2
13n_2951	 -1+t-t^2+3*t^3-t^4+t^5-t^6
13n_2952	 -2+10*t-18*t^2+21*t^3-18*t^4+10*t^5-2*t^6
13n_2953	 2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
13n_2954	 -2+5*t-2*t^2
13n_2955	 2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
13n_2956	 -6+25*t-37*t^2+25*t^3-6*t^4
13n_2957	 1-2*t+5*t^3-7*t^4+5*t^5-2*t^7+t^8
13n_2958	 -1+5*t-7*t^2+6*t^3-5*t^4+6*t^5-7*t^6+5*t^7-t^8
13n_2959	 3-7*t+9*t^2-8*t^3+7*t^4-8*t^5+9*t^6-7*t^7+3*t^8
13n_2960	 -1+6*t-14*t^2+21*t^3-23*t^4+21*t^5-14*t^6+6*t^7-t^8
13n_2961	 -2+11*t-20*t^2+23*t^3-20*t^4+11*t^5-2*t^6
13n_2962	 6-17*t+26*t^2-29*t^3+26*t^4-17*t^5+6*t^6
13n_2963	 -3+20*t-47*t^2+61*t^3-47*t^4+20*t^5-3*t^6
13n_2964	 -2+12*t-28*t^2+37*t^3-28*t^4+12*t^5-2*t^6
13n_2965	 2-14*t+25*t^2-14*t^3+2*t^4
13n_2966	 -7+22*t-29*t^2+22*t^3-7*t^4
13n_2967	 -2+13*t-30*t^2+39*t^3-30*t^4+13*t^5-2*t^6
13n_2968	 2-11*t+19*t^2-11*t^3+2*t^4
13n_2969	 -2+t+3*t^2+t^3-2*t^4
13n_2970	 -4+19*t-29*t^2+19*t^3-4*t^4
13n_2971	 4-20*t+33*t^2-20*t^3+4*t^4
13n_2972	 -1+7*t-15*t^2+21*t^3-23*t^4+21*t^5-15*t^6+7*t^7-t^8
13n_2973	 -2+15*t-35*t^2+45*t^3-35*t^4+15*t^5-2*t^6
